Salary1,Salary2,Job_Type,Skill,No_of_Skills,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Revenue,Employees,Industry
100000-119999,110000,data_scientist,"TensorFlow, Linux, Hive, Machine Learning, Power BI, R, Google Cloud Platform, Solr, Sentiment Analytics, SQL, Big Data, Natural Language Processing, AI, Hadoop, Scripting, Scala, HBase, Tableau, Java, Spark",20,42,3.200000048,13,MA,,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"Machine Learning, Experimental Design, Statisical Analysis, Python",4,2641,4.300000191,30,CA,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"Hive, Data Mining, Spark, Machine Learning, Python",5,1208,3.799999952,30,DE,,"less than 10,000",Consulting and Business Services
100000-119999,110000,data_scientist,"Data Mining, Ruby, Machine Learning, R, Scala, C/C++, .Net, Java, C#, MATLAB, OOP, Python",12,3182,3.5,4,CO,more than $10B ,"10,000+",Telecommunications
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, SAS, SQL, Spark",5,982,3.799999952,30,WI,$5B to $10B ,"less than 10,000",Insurance
100000-119999,110000,data_scientist,"TensorFlow, JavaScript, Microsoft SQL Server, Data Mining, Machine Learning, Hadoop, R, Perl, Oracle, SAS, Sentiment Analytics, C/C++, SQL, HTML5, Teradata, Java, Natural Language Processing, CSS, Python",19,1238,3.599999905,14,OH,,,
100000-119999,110000,data_scientist,"TensorFlow, Pig, Hive, Machine Learning, Azure, C/C++, SQL, Natural Language Processing, Hadoop, Scala, Image Processing, Java, Lucene, Cassandra, MongoDB, Spark, NoSQL, Python, Elasticsearch, AWS",20,80,3.599999905,25,OR,,,Health Care
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Statisical Analysis",3,192,3.599999905,30,CA,less than $1B ,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Statisical Analysis",3,192,3.599999905,30,CA,less than $1B ,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"C/C++, Python",2,647,4,8,CT,more than $10B ,"10,000+",Aerospace and Defense
100000-119999,110000,data_scientist,"Statistical Software, AI, Machine Learning, R, SAS, Natural Language Processing, SPSS, Business Analysis, Python",9,610,3.200000048,22,PA,,,Health Care
100000-119999,110000,data_scientist,"Linux, Natural Language Processing, Survey Design, Data Mining, Machine Learning, Python",6,390,3.5,30,IL,less than $1B ,"less than 10,000",Organization
100000-119999,110000,data_scientist,"Statistical Software, Survey Design, Qualtrics, R, Python, AWS",6,2,5,30,DC,,"less than 10,000",
100000-119999,110000,data_scientist,"Machine Learning, Hadoop, R, SQL, Big Data, Visual Studio, Spark, NoSQL, Python",9,131,4.199999809,30,NE,,,Banks and Financial Services
100000-119999,110000,data_scientist,"Big Data, Power BI, Python, SQL, Tableau",5,,,27,NY,,,
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Scala, R, SQL, Tableau, Java, Spark, NoSQL, Python",10,417,3.900000095,30,CA,$1B to $5B ,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"Natural Language Processing, Statistical Software, STATA, SPSS, R, Python, SQL",7,7,3.400000095,30,CA,,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,Data Science,1,2705,3.900000095,5,IN,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, SQL, Spark, Data Warehouse, Python",7,154,3.700000048,30,MI,$5B to $10B ,"less than 10,000",Insurance
100000-119999,110000,data_scientist,"Ruby, Machine Learning, Perl, Management Experience, Java, Leadership Experience, Python",7,2174,4,1,TX,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_scientist,"Linux, SAS, Service-Oriented Architecture, SQL, Data Analysis, NoSQL, MATLAB, Python",8,2,4,30,WA,,,
100000-119999,110000,data_scientist,"AI, Hive, Microsoft SQL Server, Hadoop, R, Oracle, SAS, SQL, Tableau, Teradata, Big Data, Build Automation, Python",13,4280,3.400000095,30,FL,$5B to $10B ,"10,000+",Auto
100000-119999,110000,data_scientist,"Hive, Data Warehouse, Hadoop, SAS, Python, SQL, Tableau",7,457,3.299999952,30,TN,,,Health Care
100000-119999,110000,data_scientist,Data Science,1,2705,3.900000095,6,IN,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,"Microsoft SQL Server, Data Mining, Microsoft Powerpoint, Power BI, Oracle, Sentiment Analytics, SQL, Excel, Tableau",9,3947,3.400000095,30,FL,$1B to $5B ,"10,000+",
100000-119999,110000,data_scientist,"AI, Data Mining, Machine Learning, R, Tableau, Alteryx, MATLAB, Python",8,12,3.299999952,25,OH,,,
100000-119999,110000,data_scientist,"Statistical Software, Quantitative Analysis, Data Mining, Perl, R, Image Processing, SAS, SQL, Big Data, Python, PHP",11,,,28,NY,,,
100000-119999,110000,data_scientist,"Machine Learning, Project Management, R, SAP, SAS, SQL, Tableau, Python",8,43,3.700000048,30,IL,more than $10B ,"less than 10,000",Banks and Financial Services
100000-119999,110000,data_scientist,"SPSS, Hadoop, R, MATLAB, SAS, Python, SQL, Tableau",8,285,3.299999952,27,TN,,"less than 10,000",Consumer Goods and Services
100000-119999,110000,data_scientist,"Statistical Software, AI, Machine Learning, R, SAS, Python, SQL",7,5986,4,5,FL,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_scientist,NIST,1,,,30,DC,,,
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, Hadoop, R, Scala, Tableau, Java, Natural Language Processing, Spark, Python",10,,,30,MD,,,
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Hadoop, R, SAS, C/C++, SQL, Tableau, Java, Python",10,4,4.300000191,27,DC,,,
100000-119999,110000,data_scientist,"Statistical Software, Machine Learning, Network, SAS, Statisical Analysis",5,134,4,20,NC,$1B to $5B ,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"Hive, Machine Learning, R, Google Cloud Platform, Scala, Sentiment Analytics, SQL, Java, Spark, Git, Python",11,86,3.599999905,30,CA,less than $1B ,"less than 10,000",Health Care
100000-119999,110000,data_scientist,"TensorFlow, AI, Hive, Machine Learning, Hadoop, R, Scala, Kafka, SAS, SQL, HBase, Tableau, Java, Spark, NoSQL, Python",16,280,3.700000048,4,TX,,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"Machine Learning, SDLC, R, Eclipse, SAS, SQL, Predictive Analytics, Spark, SaaS, SPSS, Unit Testing, Python",12,4683,4,30,IL,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,"TensorFlow, Linux, Machine Learning, Kafka, R, SQL, Big Data, Data Warehouse, Design Experience, OOP, Python",11,78,3.700000048,30,CO,,,Government
100000-119999,110000,data_scientist,,0,,,9,IL,,,
100000-119999,110000,data_scientist,"Statistical Software, TS/SCI Clearance, Machine Learning, GIS",4,653,3.700000048,16,VA,less than $1B ,"10,000+",Aerospace and Defense
100000-119999,110000,data_scientist,Data Management,1,4683,4,30,OH,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,"Bootstrap, Hive, Machine Learning, Hadoop, SQL, Tableau, Teradata, MySQL, Spark, Data Analysis, Python",11,4479,3.299999952,30,CA,more than $10B ,"10,000+",Media and News and Publishing
100000-119999,110000,data_scientist,"Linux, Machine Learning, Perl, R, C/C++, SQL, Big Data, C#, Software Development, MATLAB, Data Mining, Hadoop, Scala, Weka, SAS, Oracle, Java, .Net, Spark, Git",20,4361,3.900000095,30,USA,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, Azure, SQL, Tableau, Alteryx, Data Science, Python",9,911,3.799999952,30,MN,,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,"Pig, Hive, Data Mining, Machine Learning, Hadoop, R, SAS, SQL, Tableau, Troubleshooting, Python",11,7197,4,30,DC,,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"TS/SCI Clearance, Confluence, Jira, AWS",4,5,3.799999952,8,VA,,,
100000-119999,110000,data_scientist,"Statistical Software, Machine Learning, R, SQL, Data Analysis, MATLAB, Leadership Experience, Python",8,2641,4.300000191,30,NY,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"Linux, Time Management, Data Management, R, Perl, C/C++, Cloud Computing, Java, Python, AWS",10,216,4,21,CA,$5B to $10B ,"less than 10,000",Pharmaceuticals
100000-119999,110000,data_scientist,"AI, Machine Learning, R, SQL, Java, Natural Language Processing, Telecommunication, Python, Continuous Improvement",9,21267,3.900000095,30,TX,more than $10B ,"10,000+",Telecommunications
100000-119999,110000,data_scientist,"Statistical Software, Microsoft Word, Microsoft Powerpoint, Data Analysis",4,,,30,DC,,,
100000-119999,110000,data_scientist,"Data Mining, TS/SCI Clearance, Machine Learning, R, SAS, SQL, Tableau, SPSS, Data Analysis, MATLAB, Python",11,,,1,MD,,,
100000-119999,110000,data_scientist,"Database Marketing, Data Mining, Marketing, R, SAS, SQL",6,2,4.5,30,MD,,"less than 10,000",Consulting and Business Services
100000-119999,110000,data_scientist,"Machine Learning, SDLC, R, Eclipse, SAS, SQL, Predictive Analytics, Spark, SaaS, SPSS, Unit Testing, Python",12,4683,4,30,IL,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, SQL, Java, SSL, Natural Language Processing, Spark, DNS, Python, TCP/IP, TCP",12,98,3.099999905,30,MD,,,
100000-119999,110000,data_scientist,"Hive, Data Mining, Microsoft SQL Server, Machine Learning, Hadoop, R, IT Experience, SQL, Teradata, Tableau, Big Data, Accounting, Data Warehouse, Business Analysis, Python",15,21267,3.900000095,18,GA,more than $10B ,"10,000+",Telecommunications
100000-119999,110000,data_scientist,"Hive, Data Mining, Machine Learning, Technical Writing, Hadoop, R, SAS, SQL, MongoDB, Spark, Python",11,390,3.5,4,MD,less than $1B ,"less than 10,000",Organization
100000-119999,110000,data_scientist,"Customer Segmentation, Time Management, Machine Learning, Conversion Optimization, Marketing, R, Marketing Mix Modeling, Digital Marketing, SAS, Microsoft Office, SQL, Python, Attribution Modeling",13,160,3.400000095,30,CA,,"less than 10,000",Consumer Goods and Services
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, Scala, Perl, CI/CD, C/C++, Java, Data Analysis, Python",10,3182,3.5,9,CO,more than $10B ,"10,000+",Telecommunications
100000-119999,110000,data_scientist,"TensorFlow, Machine Learning, C/C++, SQL, Natural Language Processing, C#, Software Development, Network, Hadoop, SDLC, Image Processing, .Net, Java, MongoDB, Spark, Python",16,2880,4,30,WA,$5B to $10B ,"10,000+",Health Care
100000-119999,110000,data_scientist,"Machine Learning, Power BI, R, SQL, Tableau, Natural Language Processing, SharePoint, Python",8,7197,4,23,TN,,"10,000+",Consulting and Business Services
100000-119999,110000,data_scientist,"Epic Certification, Process Mapping",2,1124,4.199999809,30,TX,,"10,000+",Health Care
100000-119999,110000,data_scientist,"Epic Certification, Process Mapping",2,1124,4.199999809,30,TX,,"10,000+",Health Care
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, Statisical Analysis",3,192,3.599999905,30,VA,less than $1B ,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"AI, Time Management, Machine Learning, Hadoop, Power BI, R, SAS, Tableau, Spark, Docker, Python",11,2071,3.700000048,22,AL,$5B to $10B ,"10,000+",Banks and Financial Services
100000-119999,110000,data_scientist,"TensorFlow, AI, Data Mining, Machine Learning, Image Processing, Medical Imaging, Python",7,2769,4.099999905,12,MA,,,Pharmaceuticals
100000-119999,110000,data_scientist,SAS,1,1481,4.199999809,17,NJ,more than $10B ,"10,000+",Health Care
100000-119999,110000,data_scientist,"AI, Hive, Data Mining, Hadoop, Power BI, Scala, R, Kafka, Azure, SAP, SAS, SQL, Tableau, Spark, Python",15,1157,4,22,IL,more than $10B ,"10,000+",Food and Beverages
100000-119999,110000,data_scientist,"Data Mining, SPSS, SAS, Python, SQL",5,4686,3.700000048,30,PA,more than $10B ,"10,000+",Health Care
100000-119999,110000,data_scientist,"Machine Learning, Experimental Design, R, SQL, Python, GIS",6,,,22,DC,,,
100000-119999,110000,data_scientist,"AI, Data Mining, Machine Learning, Microsoft Powerpoint, R, SAS, SQL, Microsoft Office, Excel, Tableau, Data Warehouse, Python, Data Science, Retail Link",14,1281,3.700000048,29,IL,$5B to $10B ,"10,000+",Consumer Goods and Services
100000-119999,110000,data_scientist,"Hive, Data Mining, Spark, Machine Learning, R, Python, SQL, Teradata",8,645,3.599999905,30,IL,,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"Data Mining, Microsoft SQL Server, Time Management, Oracle",4,1275,4,14,MD,,"less than 10,000",Aerospace and Defense
100000-119999,110000,data_scientist,TS/SCI Clearance,1,495,3.799999952,30,MD,less than $1B ,"less than 10,000",Aerospace and Defense
100000-119999,110000,data_scientist,"Pig, Hive, Data Mining, Machine Learning, Hadoop, R, Scala, SQL, HBase, Java, Big Data, Natural Language Processing, MongoDB, Spark, NoSQL, Python, Elasticsearch",17,8696,4,30,TX,more than $10B ,"10,000+",Computers and Electronics
100000-119999,110000,data_scientist,"Linux, R, SAS, C/C++, Natural Language Processing, Python, OOP, AWS",8,10,4.300000191,30,MA,,,
100000-119999,110000,data_scientist,"Pig, Linux, AI, Hive, Machine Learning, Hadoop, R, SQL, Java, Big Data, Spark, Design Experience, NoSQL, Shell Scripting, Data Science, Python",16,2904,4.099999905,30,NY,more than $10B ,"10,000+",Banks and Financial Services
100000-119999,110000,data_scientist,R,1,8,4.099999905,30,MD,,,Pharmaceuticals
100000-119999,110000,data_scientist,R,1,8,4.099999905,30,MD,,,Pharmaceuticals
100000-119999,110000,data_scientist,"Linux, Spark, Machine Learning, Microsoft Powerpoint, R, Python, SQL, AWS",8,415,3.200000048,30,IL,,"10,000+",Auto
100000-119999,110000,data_scientist,"Marketing, SAS, Tableau",3,1674,3.900000095,30,NJ,,"10,000+",Banks and Financial Services
100000-119999,110000,data_scientist,"TS/SCI Clearance, AWS",2,28,3.299999952,14,VA,,,
100000-119999,110000,data_scientist,"Salesforce Marketing Cloud, Data Management, Marketing, R, SAS, Lean, Omniture, SQL, Tableau, Big Data, QlikView, Python",12,3021,4.099999905,22,NC,,"10,000+",Banks and Financial Services
100000-119999,110000,data_scientist,"TensorFlow, Natural Language Processing, AI, Machine Learning, Design Experience, Image Processing, Python, C/C++",8,1730,3.799999952,19,CO,,"10,000+",Education and Schools
100000-119999,110000,data_scientist,"JavaScript, ERP Systems, Machine Learning, R, SAP, Azure, Oracle, SQL, Tableau, Data Warehouse, Python, AWS",12,522,4.199999809,21,DE,$1B to $5B ,"10,000+",Health Care
100000-119999,110000,data_scientist,"TensorFlow, Hive, Spark, Machine Learning, Git, R, Azure, Python, SQL, Tableau, AWS",11,,,30,TX,,,
100000-119999,110000,data_scientist,"Data Mining, Machine Learning, R, Scala, Perl, CI/CD, C/C++, Java, Data Analysis, Python",10,3182,3.5,30,CO,more than $10B ,"10,000+",Telecommunications
100000-119999,110000,data_scientist,"AI, Data Mining, Machine Learning, Microsoft Powerpoint, R, SAS, SQL, Microsoft Office, Excel, Tableau, Data Warehouse, Python, Data Science, Retail Link",14,1281,3.700000048,29,IL,$5B to $10B ,"10,000+",Consumer Goods and Services
100000-119999,110000,data_scientist,"SPSS, Power BI, R, SAS, Python, Tableau",6,210,4,30,OH,,,Health Care
100000-119999,110000,data_scientist,"Machine Learning, Visual Basic, R, Statisical Analysis, SQL, Java, Python",7,3285,4.099999905,30,IL,more than $10B ,"10,000+",Health Care
100000-119999,110000,data_scientist,"Predictive Analytics, Quantitative Analysis",2,3656,3.799999952,13,CT,more than $10B ,"10,000+",Insurance
100000-119999,110000,data_scientist,"Statistical Software, Data Mining, TS/SCI Clearance, R, SAS, Microsoft Office, Spark, SPSS, MATLAB, Python, Elasticsearch",11,,,30,MO,,,
100000-119999,110000,data_scientist,"Big Data, Spark, Hadoop",3,5178,4.199999809,30,WA,more than $10B ,"10,000+",Internet and Software
100000-119999,110000,data_scientist,"TensorFlow, Data Mining, Machine Learning, Natural Language Processing, Spark, Data Science, Python, Elasticsearch",8,13,4,30,TX,,"less than 10,000",Internet and Software
100000-119999,110000,data_scientist,"R, SAS, Python, SQL",4,54,3.799999952,30,IL,,"less than 10,000",
100000-119999,110000,data_scientist,"Machine Learning, Scripting, R, Weka, C/C++, SQL, MATLAB, Python",8,4683,4,26,NV,more than $10B ,"10,000+",Industrial Manufacturing
100000-119999,110000,data_scientist,"Statistical Software, AI, Machine Learning, R, SAS, Natural Language Processing, SPSS, Business Analysis, GIS, Python",10,610,3.200000048,30,PA,,,Health Care
100000-119999,110000,data_scientist,"Data Management, Clinical Research, Oracle, CDISC Standards, Clinical Trials, Microsoft Office",6,4468,4.199999809,30,CT,more than $10B ,"10,000+",Health Care
100000-119999,110000,data_scientist,TS/SCI Clearance,1,30,4.199999809,30,VA,,,
100000-119999,110000,data_scientist,"JavaScript, Test Automation, SDLC, Azure, Java, React, Angular, Software Development, REST, Python, AWS",11,281,3.700000048,30,CA,$1B to $5B ,"less than 10,000",Industrial Manufacturing
100000-119999,110000,data_scientist,"Hive, Data Mining, Machine Learning, Hadoop, Scala, R, Tableau, Spark, Python, Military Experience, RMF",11,4966,3.700000048,30,PA,more than $10B ,"10,000+",Banks and Financial Services
