,Paired Skills,Salary
14271,"Data Warehouse,Hive,JavaScript",34930
14272,"Git,Natural Language Processing,Python",34930
14273,"Git,HBase,Python",34870
14274,"Excel,Machine Learning,MongoDB",34863
14275,"Git,S3,SQL",34801
14276,"C/C++,S3,Software Development",34786
14277,"Data Analysis,Data Warehouse,Git",34781
14278,"Excel,MongoDB,Project Management",34763
14279,"Git,Java,R",34757
14280,"Azure,JavaScript,Machine Learning",34732
14281,".Net,Data Warehouse,NoSQL",34726
14282,"Data Warehouse,NoSQL",34726
14283,"Azure,C/C++,Linux",34706
14284,"C/C++,Java,PostgreSQL",34691
14285,"Azure,JavaScript,R",34683
14286,"Azure,Machine Learning,NoSQL",34673
14287,"Git,MongoDB,Perl",34670
14288,"C/C++,Linux,PostgreSQL",34622
14289,"NoSQL,Python,SAS",34618
14290,"C/C++,Microsoft Office,S3",34584
14291,"Git,Hive,Python",34552
14292,"Git,Java,Pig",34532
14293,"NoSQL,Python,Scripting",34522
14294,"Azure,Java,MongoDB",34498
14295,".Net,JavaScript,Python",34457
14296,"JavaScript,Python",34457
14297,"JavaScript,MongoDB,Spark",34449
14298,"Azure,Kafka,NoSQL",34447
14299,"Business Intelligence,Git,Tableau",34446
14300,"JavaScript,Machine Learning,Python",34435
14301,".Net,Azure,JavaScript",34422
14302,"Azure,JavaScript",34422
14303,"MongoDB,NoSQL,TensorFlow",34413
14304,"Data Warehouse,NoSQL,R",34396
14305,"Git,S3,TensorFlow",34391
14306,"C/C++,Data Warehouse,Java",34380
14307,"AWS,NoSQL,S3",34368
14308,"C/C++,MATLAB,NoSQL",34344
14309,"MongoDB,NoSQL,SQL",34338
14310,"Data Warehouse,NoSQL,Pig",34333
14311,"NoSQL,PostgreSQL,SPSS",34328
14312,"Git,Hadoop,Python",34321
14313,"Kafka,NoSQL,Scala",34314
14314,"Git,Scala,Tableau",34313
14315,"JavaScript,Kafka,Linux",34305
14316,"Git,HBase,Linux",34287
14317,"JavaScript,MySQL,S3",34282
14318,"C/C++,S3,SPSS",34252
14319,"Git,Scala,Scripting",34249
14320,"Git,Java,MongoDB",34202
14321,"Azure,Data Analysis,Git",34199
14322,"Excel,Python,S3",34196
14323,"C/C++,JavaScript,Spark",34194
14324,"Git,Hive,Linux",34194
14325,"Git,Software Development",34179
14326,".Net,Git,Software Development",34179
14327,"Java,JavaScript,Oracle",34178
14328,"Data Analysis,NoSQL,Python",34158
14329,"Git,Linux,Natural Language Processing",34143
14330,"Git,Python,Tableau",34134
14331,"Kafka,NoSQL,PostgreSQL",34119
14332,"Machine Learning,NoSQL,PostgreSQL",34111
14333,"Git,Java,Perl",34094
14334,".Net,Git,Perl",34072
14335,"Git,Perl",34072
14336,"JavaScript,Pig,Python",34064
14337,"Excel,Microsoft Office,Python",34056
14338,"Big Data,Excel,Git",34052
14339,"C/C++,Perl,S3",34040
14340,"Data Warehouse,Linux,NoSQL",34032
14341,"Azure,JavaScript,Pig",34029
14342,"Business Intelligence,JavaScript,R",34026
14343,"Data Analysis,Git,SPSS",33974
14344,"Excel,Git,Hive",33970
14345,"Data Warehouse,HBase,JavaScript",33941
14346,"Git,Scala,Shell Scripting",33911
14347,"Data Analysis,Excel,Git",33899
14348,"Git,Perl,R",33892
14349,"Git,R,Software Development",33832
14350,"Data Warehouse,Java,MongoDB",33828
14351,"Business Intelligence,JavaScript,Machine Learning",33819
14352,"Excel,JavaScript,TensorFlow",33788
14353,"Git,Pig,Software Development",33786
14354,"Business Intelligence,JavaScript",33782
14355,".Net,Business Intelligence,JavaScript",33782
14356,"JavaScript,Perl,Scala",33746
14357,"Business Intelligence,C/C++,Scala",33741
14358,"Business Intelligence,Git,Scripting",33716
14359,"AWS,Git",33706
14360,".Net,AWS,Git",33706
14361,"Big Data,Business Intelligence,Git",33696
14362,".Net,Git,Microsoft Office",33683
14363,"Git,Microsoft Office",33683
14364,"Azure,MongoDB,Scala",33679
14365,"Git,Perl,Pig",33679
14366,".Net,Excel,NoSQL",33638
14367,"Excel,NoSQL",33638
14368,"Git,Microsoft Office,SPSS",33635
14369,"Git,MongoDB,Software Development",33635
14370,"Git,Java,Oracle",33633
14371,"Business Intelligence,Data Analysis,Git",33625
14372,"Java,JavaScript,Kafka",33622
14373,"C/C++,Data Warehouse,Linux",33561
14374,"AWS,Git,Oracle",33536
14375,"AWS,Git,R",33526
14376,"Git,Microsoft Office,R",33502
14377,"C/C++,NoSQL,TensorFlow",33499
14378,"JavaScript,PostgreSQL,R",33498
14379,".Net,C/C++,Excel",33479
14380,"C/C++,Excel",33479
14381,"Azure,JavaScript,Perl",33469
14382,"Azure,Business Intelligence,MongoDB",33461
14383,"C/C++,MongoDB,Scripting",33449
14384,"Java,MongoDB,PostgreSQL",33438
14385,"Business Intelligence,Git,Microsoft Office",33422
14386,"Business Intelligence,JavaScript,Pig",33389
14387,"Big Data,JavaScript,S3",33381
14388,"Data Warehouse,Kafka,NoSQL",33357
14389,"JavaScript,Machine Learning,Scala",33352
14390,"Git,Python",33330
14391,".Net,Git,Python",33330
14392,"AWS,Git,Pig",33314
14393,"Git,Java,SPSS",33308
14394,"Git,Microsoft Office,Pig",33290
14395,"C/C++,Microsoft Office,Python",33278
14396,"Java,NoSQL,Software Development",33277
14397,"JavaScript,MATLAB,MongoDB",33245
14398,"Excel,NoSQL,Pig",33245
14399,"Git,Java,Kafka",33223
14400,"JavaScript,Machine Learning,PostgreSQL",33207
14401,"C/C++,Excel,Pig",33194
14402,"Linux,MongoDB,S3",33191
14403,"Git,PostgreSQL,Scripting",33176
14404,"Azure,Git,Scripting",33175
14405,"Excel,MongoDB,Perl",33173
14406,"C/C++,MongoDB,Shell Scripting",33139
14407,"Git,Microsoft Office,MongoDB",33139
14408,".Net,JavaScript,PostgreSQL",33131
14409,"JavaScript,PostgreSQL",33131
14410,"MongoDB,Python,S3",33093
14411,"AWS,Java,NoSQL",33091
14412,"Business Intelligence,Git,Shell Scripting",33080
14413,"JavaScript,MongoDB,SAS",33062
14414,"Data Warehouse,Machine Learning,NoSQL",33060
14415,"Azure,JavaScript,Oracle",33014
14416,"Business Intelligence,MongoDB,MySQL",33014
14417,"Excel,Git,HBase",33011
14418,"Java,Microsoft Office,NoSQL",33007
14419,"Excel,Git,Natural Language Processing",32995
14420,"Business Intelligence,JavaScript,Perl",32985
14421,"C/C++,Python,S3",32974
14422,"Microsoft Office,MongoDB,Python",32953
14423,"NoSQL,Perl,Scala",32941
14424,"Git,Pig,Python",32937
14425,"Git,Oracle,Software Development",32923
14426,"C/C++,JavaScript,MATLAB",32920
14427,"Hive,JavaScript,S3",32909
14428,"Java,NoSQL,SPSS",32881
14429,"JavaScript,R,Scala",32878
14430,"Git,NoSQL,Spark",32875
14431,"Data Warehouse,Git,Scripting",32847
14432,"MongoDB,PostgreSQL,Scala",32797
14433,"Git,Perl,SPSS",32776
14434,"NoSQL,S3,Software Development",32762
14435,"Azure,Git,Tableau",32760
14436,"Data Warehouse,JavaScript,Oracle",32751
14437,"JavaScript,Perl,PostgreSQL",32748
14438,"JavaScript,NoSQL,SQL",32747
14439,"JavaScript,Kafka,Python",32742
14440,"JavaScript,Pig,PostgreSQL",32738
14441,"Azure,JavaScript,Kafka",32707
14442,"C/C++,NoSQL,SAS",32694
14443,"Business Intelligence,MongoDB,PostgreSQL",32683
14444,"Microsoft Office,NoSQL,Scala",32656
14445,"HBase,JavaScript,Scala",32643
14446,"JavaScript,Linux,Software Development",32636
14447,".Net,JavaScript,Scala",32633
14448,"JavaScript,Scala",32633
14449,"AWS,Excel,Git",32548
14450,"Git,Machine Learning,Software Development",32512
14451,"Git,PostgreSQL,Shell Scripting",32510
14452,"Business Intelligence,Java,NoSQL",32503
14453,"Excel,MongoDB,MySQL",32472
14454,"Git,Kafka,Software Development",32464
14455,"Microsoft Office,NoSQL,S3",32428
14456,"C/C++,Excel,Machine Learning",32415
14457,"Git,MySQL,Scala",32404
14458,"Git,Microsoft SQL Server,NoSQL",32400
14459,"Data Warehouse,MongoDB,Scala",32386
14460,"Git,MongoDB,Python",32374
14461,"Data Warehouse,JavaScript,R",32374
14462,"Git,Machine Learning,Perl",32366
14463,"Data Analysis,Git,S3",32362
14464,"Excel,Git,MySQL",32361
14465,"Git,Kafka,Perl",32357
14466,"NoSQL,S3,SPSS",32342
14467,"Excel,Python,SAS",32338
14468,"Git,SPSS,Software Development",32331
14469,".Net,Git,Linux",32325
14470,"Git,Linux",32325
14471,"JavaScript,PostgreSQL,SPSS",32289
14472,"AWS,JavaScript,Linux",32288
14473,"Business Intelligence,C/C++,PostgreSQL",32286
14474,"Azure,Business Intelligence,C/C++",32277
14475,"C/C++,Excel,Software Development",32266
14476,"Big Data,Git,Scala",32263
14477,"Business Intelligence,NoSQL,S3",32257
14478,"Azure,Git,Shell Scripting",32250
14479,"JavaScript,Pig,Scala",32240
14480,"Business Intelligence,Data Warehouse,MongoDB",32232
14481,"Git,Oracle,Perl",32161
14482,"C/C++,Java,S3",32135
14483,"Data Warehouse,JavaScript",32130
14484,".Net,Data Warehouse,JavaScript",32130
14485,"NoSQL,Perl,S3",32118
14486,"AWS,Git,SPSS",32116
14487,"Excel,NoSQL,Software Development",32113
14488,"Data Warehouse,JavaScript,Machine Learning",32107
14489,"AWS,Git,Scala",32088
14490,"MongoDB,S3,Scala",32086
14491,"Excel,Kafka,NoSQL",32078
14492,"Business Intelligence,JavaScript,Kafka",32067
14493,"Business Intelligence,JavaScript,Linux",32021
14494,"Git,Machine Learning,Microsoft Office",32016
14495,"AWS,Git,Kafka",31991
14496,"JavaScript,Linux,Microsoft Office",31988
14497,"Excel,Machine Learning,NoSQL",31971
14498,"Git,Kafka,Microsoft Office",31968
14499,"Git,Java,Python",31952
14500,"Git,Linux,Pig",31932
14501,"Git,Linux,R",31922
14502,"HBase,JavaScript,S3",31920
14503,"C/C++,Git,Hadoop",31887
14504,"Azure,MongoDB,PostgreSQL",31880
14505,"C/C++,Linux,S3",31876
14506,"C/C++,Excel,Kafka",31852
14507,"Excel,Microsoft Office,MongoDB",31840
14508,"Azure,Data Warehouse,MongoDB",31825
14509,"Data Warehouse,Git,Shell Scripting",31796
14510,"Git,Linux,MongoDB",31781
14511,"Excel,JavaScript,Shell Scripting",31773
14512,"Data Warehouse,JavaScript,Pig",31737
14513,"Azure,C/C++,Scala",31664
14514,"Git,Hive,Scala",31664
14515,"Git,Machine Learning,Python",31663
14516,"Azure,NoSQL,Software Development",31652
14517,"JavaScript,Linux,SPSS",31623
14518,"Git,Kafka,Python",31615
14519,"Excel,MongoDB,SPSS",31614
14520,"Git,Hadoop,NoSQL",31611
14521,"AWS,NoSQL,PostgreSQL",31593
14522,"C/C++,PostgreSQL,Scala",31569
14523,"Java,MongoDB,S3",31528
14524,"NoSQL,Scala,Software Development",31519
14525,"Business Intelligence,Git,Hive",31490
14526,"JavaScript,Oracle,Scala",31474
14527,"JavaScript,Oracle,PostgreSQL",31455
14528,"Java,JavaScript,Software Development",31447
14529,"Business Intelligence,NoSQL,Scala",31446
14530,"JavaScript,Kafka,PostgreSQL",31416
14531,"C/C++,JavaScript,SAS",31394
14532,"NoSQL,Perl,PostgreSQL",31307
14533,"NoSQL,PostgreSQL,Software Development",31298
14534,"C/C++,NoSQL,SQL",31296
14535,"HBase,NoSQL,Python",31292
14536,"Big Data,C/C++,MongoDB",31287
14537,"C/C++,Excel,Project Management",31278
14538,"Git,Microsoft Office,Oracle",31271
14539,"Azure,Microsoft Office,NoSQL",31268
14540,"Azure,NoSQL,SPSS",31233
14541,"Excel,Git",31200
14542,".Net,Excel,Git",31200
14543,"Data Warehouse,JavaScript,Perl",31177
14544,"Git,Natural Language Processing,Scala",31174
14545,"Big Data,Git,PostgreSQL",31172
14546,"AI,JavaScript,NoSQL",31171
14547,"Business Intelligence,C/C++,Data Warehouse",31133
14548,"C/C++,Excel,Scala",31115
14549,"Excel,NoSQL,Scala",31098
14550,"Java,JavaScript,SPSS",31031
14551,"Natural Language Processing,NoSQL,Python",31026
14552,"Azure,NoSQL,Perl",31008
14553,"Excel,NoSQL,Project Management",30977
14554,"Hive,NoSQL,Python",30974
14555,"Azure,Business Intelligence,NoSQL",30938
14556,"JavaScript,Kafka,Scala",30918
14557,"Microsoft Office,NoSQL,PostgreSQL",30907
14558,"Excel,Git,Pig",30807
14559,"AWS,Java,JavaScript",30785
14560,"C/C++,Hive,MongoDB",30783
14561,"Git,Linux,Oracle",30781
14562,"JavaScript,Perl,Python",30780
14563,"Java,JavaScript,Microsoft Office",30749
14564,"Business Intelligence,NoSQL,PostgreSQL",30703
14565,"Business Intelligence,MongoDB,S3",30701
14566,"Azure,C/C++,PostgreSQL",30688
14567,"Git,Java,Software Development",30681
14568,"AWS,Azure,Git",30672
14569,"Git,Linux,Machine Learning",30658
14570,"Azure,Git,MySQL",30640
14571,"AWS,Git,Tableau",30628
14572,"Excel,JavaScript,Oracle",30624
14573,"Data Warehouse,JavaScript,Kafka",30605
14574,"JavaScript,Python,Software Development",30596
14575,"Azure,JavaScript,Software Development",30596
14576,"NoSQL,SPSS,Scala",30595
14577,"Excel,Java,MongoDB",30594
14578,"Git,Hive,PostgreSQL",30591
14579,"C/C++,Git,MATLAB",30529
14580,"Data Analysis,MongoDB,NoSQL",30528
14581,"Data Warehouse,NoSQL,Software Development",30485
14582,"C/C++,Data Warehouse,Scala",30456
14583,"Big Data,Data Warehouse,Git",30450
14584,"Data Warehouse,Git,MySQL",30419
14585,"AWS,Git,Microsoft Office",30378
14586,"Git,Perl,Software Development",30360
14587,"JavaScript,R,S3",30353
14588,"Azure,Git,Hive",30330
14589,"Excel,JavaScript,Natural Language Processing",30329
14590,"Excel,Git,MongoDB",30309
14591,"JavaScript,Oracle,Python",30281
14592,"Business Intelligence,C/C++,Python",30277
14593,"AWS,Git,Java",30272
14594,"Excel,JavaScript,Scripting",30270
14595,"Git,Java,Microsoft Office",30249
14596,"Business Intelligence,Git,Natural Language Processing",30224
14597,"Git,MySQL,PostgreSQL",30222
14598,"C/C++,S3,Scala",30211
14599,"Git,S3,Tableau",30189
14600,"Business Intelligence,Git,HBase",30172
14601,"Azure,JavaScript,SPSS",30156
14602,"JavaScript,Linux,Tableau",30131
14603,"Git,Kafka,Linux",30125
14604,"AWS,Data Warehouse,NoSQL",30121
14605,"Git,Linux,SPSS",30119
14606,"JavaScript,S3",30108
14607,".Net,JavaScript,S3",30108
14608,"Business Intelligence,JavaScript,Software Development",30096
14609,"JavaScript,Machine Learning,S3",30086
14610,"Data Warehouse,Microsoft Office,NoSQL",30037
14611,"Excel,Git,Scala",30022
14612,"Git,S3,Scripting",30018
14613,"Data Warehouse,MongoDB,PostgreSQL",29996
14614,"C/C++,MongoDB,Natural Language Processing",29995
14615,"AWS,JavaScript,Python",29989
14616,"Data Warehouse,NoSQL,SPSS",29952
14617,"Azure,C/C++,Data Warehouse",29931
14618,"C/C++,JavaScript,TensorFlow",29916
14619,"C/C++,HBase,MongoDB",29899
14620,"Data Warehouse,Git,Hive",29851
14621,"Excel,Git,Software Development",29837
14622,"Azure,MongoDB,S3",29787
14623,"Azure,JavaScript,Microsoft Office",29784
14624,".Net,NoSQL,Python",29752
14625,"NoSQL,Python",29752
14626,"Data Warehouse,NoSQL,Perl",29727
14627,"JavaScript,Pig,S3",29715
14628,"Git,NoSQL,Tableau",29708
14629,"Business Intelligence,C/C++,S3",29658
14630,"Business Intelligence,Data Warehouse,NoSQL",29657
14631,"Git,PostgreSQL,SPSS",29654
14632,"Git,HBase,PostgreSQL",29632
14633,"C/C++,Git,Spark",29630
14634,"AWS,Git,Perl",29620
14635,"Git,MongoDB,Scala",29619
14636,"AWS,Git,Software Development",29543
14637,"Excel,Git,Machine Learning",29533
14638,"JavaScript,PostgreSQL,Python",29523
14639,"Business Intelligence,MongoDB,Python",29521
14640,"Git,Natural Language Processing,PostgreSQL",29518
14641,"JavaScript,Microsoft Office,Scala",29517
14642,"Business Intelligence,JavaScript,SPSS",29516
14643,"Git,Microsoft Office,Software Development",29490
14644,"Excel,Git,Kafka",29485
14645,"Excel,MongoDB,SAS",29464
14646,"Git,Microsoft Office,Perl",29383
14647,"Azure,Git,Natural Language Processing",29379
14648,"Azure,Git,HBase",29372
14649,"NoSQL,Pig,Python",29359
14650,"Git,S3,Shell Scripting",29352
14651,"JavaScript,PostgreSQL,Software Development",29279
14652,"C/C++,Excel,Microsoft Office",29234
14653,"Excel,Git,SPSS",29226
14654,"Azure,Big Data,Git",29226
14655,"MongoDB,PostgreSQL,S3",29196
14656,"JavaScript,Perl,S3",29155
14657,"Business Intelligence,Excel,Python",29134
14658,"Git,Python,Software Development",29101
14659,"AWS,JavaScript,PostgreSQL",29098
14660,"C/C++,Git,SAS",29097
14661,"Linux,NoSQL,Python",29040
14662,"Git,Oracle,Python",29008
14663,"C/C++,Excel,Java",28950
14664,"Excel,Microsoft Office,NoSQL",28949
14665,"JavaScript,Oracle,S3",28949
14666,"Excel,Git,Project Management",28909
14667,"Git,HBase,Scala",28904
14668,"Data Warehouse,Git,Natural Language Processing",28899
14669,"Git,Scala",28894
14670,".Net,Git,Scala",28894
14671,"Data Warehouse,Git,HBase",28892
14672,"Git,Java,Linux",28890
14673,"C/C++,Data Warehouse,PostgreSQL",28843
14674,"JavaScript,Scala,Software Development",28807
14675,"AWS,Git,Python",28749
14676,"Git,R,Scala",28713
14677,"C/C++,Excel,Perl",28690
14678,"Excel,NoSQL,Perl",28639
14679,"Git,JavaScript,Microsoft SQL Server",28626
14680,"Data Warehouse,MongoDB,S3",28558
14681,"C/C++,Excel,SPSS",28518
14682,"Git,Pig,Scala",28501
14683,"Excel,NoSQL,SPSS",28480
14684,"JavaScript,MongoDB,TensorFlow",28467
14685,"JavaScript,Microsoft Office,PostgreSQL",28460
14686,"Data Warehouse,JavaScript,Software Development",28417
14687,"Git,PostgreSQL,Python",28411
14688,"NoSQL,Oracle,Python",28393
14689,"JavaScript,Kafka,S3",28393
14690,".Net,Business Intelligence,Git",28361
14691,"Business Intelligence,Git",28361
14692,"Git,MySQL,S3",28298
14693,"Java,NoSQL,Scala",28193
14694,"Kafka,NoSQL,Python",28192
14695,"Business Intelligence,Git,R",28180
14696,"C/C++,PostgreSQL,S3",28144
14697,"MongoDB,NoSQL,Scripting",28127
14698,"Java,NoSQL,S3",28117
14699,"Git,Linux,Software Development",28089
14700,".Net,C/C++,MongoDB",28087
14701,"C/C++,MongoDB",28087
14702,"Machine Learning,NoSQL,Python",28085
14703,"Big Data,Git,S3",28032
14704,"Git,Linux,Perl",28025
14705,"MongoDB,NoSQL,Shell Scripting",28024
14706,"Java,JavaScript,Linux",28024
14707,"Git,NoSQL,Project Management",28014
14708,"AWS,Git,Linux",27995
14709,"Business Intelligence,Git,Pig",27968
14710,"Git,Machine Learning,Scala",27968
14711,"Azure,C/C++,S3",27949
14712,"Business Intelligence,Git,Linux",27865
14713,"Data Warehouse,JavaScript,SPSS",27864
14714,"JavaScript,SPSS,Scala",27863
14715,".Net,Git,PostgreSQL",27821
14716,"Git,PostgreSQL",27821
14717,"Business Intelligence,Git,MongoDB",27817
14718,"C/C++,MongoDB,Pig",27802
14719,"Java,JavaScript,Python",27772
14720,"Git,PostgreSQL,R",27762
14721,"NoSQL,S3,Scala",27735
14722,"Excel,Git,Java",27719
14723,"Git,Linux,Microsoft Office",27707
14724,"Excel,Java,NoSQL",27703
14725,"Excel,Hive,JavaScript",27691
14726,"Big Data,Excel,JavaScript",27646
14727,"C/C++,Data Analysis,NoSQL",27633
14728,"Data Analysis,Excel,JavaScript",27590
14729,"Git,Oracle,Scala",27589
14730,"AWS,Data Warehouse,JavaScript",27577
14731,"C/C++,Git,TensorFlow",27565
14732,"C/C++,MongoDB,R",27561
14733,"Azure,Git",27560
14734,".Net,Azure,Git",27560
14735,"Data Warehouse,Git,Oracle",27556
14736,"Data Warehouse,JavaScript,Microsoft Office",27542
14737,"Git,Hive,S3",27432
14738,"Git,Pig,PostgreSQL",27428
14739,"AWS,JavaScript,S3",27413
14740,"Azure,Git,R",27396
14741,"Business Intelligence,JavaScript,MySQL",27244
14742,"Azure,Git,MongoDB",27203
14743,"Git,Kafka,Scala",27179
14744,"Azure,Git,Pig",27168
14745,"Azure,JavaScript,Linux",27108
14746,"Git,Linux,Python",27101
14747,"Data Warehouse,Git",27081
14748,".Net,Data Warehouse,Git",27081
14749,"Business Intelligence,Excel,NoSQL",27079
14750,"C/C++,Machine Learning,MongoDB",27023
14751,"Azure,Java,NoSQL",27008
14752,"JavaScript,Linux,Python",26962
14753,"Data Warehouse,Git,R",26900
14754,"Excel,Git,Perl",26900
14755,"Big Data,MongoDB,NoSQL",26837
14756,"C/C++,Data Warehouse,S3",26804
14757,"Git,SPSS,Scala",26799
14758,"Git,Spark,Tableau",26789
14759,"Git,Java,Scala",26778
14760,"Business Intelligence,Git,SPSS",26770
14761,"Business Intelligence,Git,Machine Learning",26753
14762,"C/C++,Kafka,MongoDB",26752
14763,"Excel,HBase,JavaScript",26702
14764,"Data Warehouse,Git,Pig",26688
14765,"Git,Perl,Scala",26660
14766,"Data Analysis,JavaScript,MongoDB",26652
14767,"AI,Git,NoSQL",26651
14768,"Business Intelligence,Git,Kafka",26645
14769,"Excel,NoSQL,SAS",26624
14770,"Git,MongoDB,PostgreSQL",26613
14771,"Excel,JavaScript,MySQL",26590
14772,"Data Warehouse,Git,MongoDB",26537
14773,"Excel,Git,Microsoft Office",26511
14774,"Java,NoSQL,PostgreSQL",26490
14775,"Git,Natural Language Processing,S3",26481
14776,"Git,HBase,S3",26474
14777,"NoSQL,PostgreSQL,S3",26470
14778,"Azure,NoSQL,S3",26428
14779,"AWS,Excel,JavaScript",26351
14780,"C/C++,MongoDB,Oracle",26327
14781,"Git,Perl,Python",26307
14782,"Data Warehouse,Java,NoSQL",26287
14783,"JavaScript,S3,Software Development",26282
14784,"Git,Machine Learning,PostgreSQL",26252
14785,"Excel,MongoDB,PostgreSQL",26251
14786,"Azure,Git,Machine Learning",26226
14787,"C/C++,Data Analysis,JavaScript",26120
14788,"Git,Kafka,PostgreSQL",26106
14789,"Azure,Git,Oracle",26007
14790,"Git,Oracle,PostgreSQL",25999
14791,"Data Warehouse,Excel,MongoDB",25993
14792,"Azure,Git,SPSS",25970
14793,"Azure,Java,JavaScript",25941
14794,"Azure,Git,Kafka",25845
14795,"JavaScript,S3,SPSS",25842
14796,"C/C++,Excel,SAS",25820
14797,"JavaScript,Linux,PostgreSQL",25817
14798,"Azure,Excel,MongoDB",25775
14799,"C/C++,MongoDB,MySQL",25766
14800,"C/C++,NoSQL,Shell Scripting",25738
14801,"C/C++,Git,SQL",25692
14802,"Git,Microsoft Office,Scala",25676
14803,"C/C++,JavaScript,Shell Scripting",25669
14804,"JavaScript,MongoDB,Shell Scripting",25591
14805,"Git,JavaScript,Project Management",25582
14806,"Data Warehouse,Git,Kafka",25556
14807,"JavaScript,MATLAB,NoSQL",25535
14808,"JavaScript,Microsoft Office,S3",25520
14809,"Hive,MongoDB,NoSQL",25501
